,0
0,0.0
1,0.002123255791992143
2,0.004030968172331473
3,0.004913302086158231
4,0.0049776949542007275
5,0.005009826066935922
6,0.005407280297666404
7,0.0055880670124922715
8,0.005647806240504333
9,0.005875594871759032
10,0.005929158845454592
11,0.005971962899138571
12,0.006075165059770271
13,0.0062012530058537544
14,0.006406432626023423
15,0.006672230593237119
16,0.006714997528462615
17,0.006792516963459222
18,0.006942627082267449
19,0.007108124859741525
20,0.007196722852042068
21,0.007221858715833018
22,0.007501038434386943
23,0.0075648084343145315
24,0.007582840559121281
25,0.007670395687131915
26,0.007688398104875679
27,0.007705270897137604
28,0.007715497014274824
29,0.007806154336232227
30,0.007813473926319866
31,0.00787829186334254
32,0.007897359462515862
33,0.007926178051068178
34,0.007990205568797558
35,0.00805856224509805
36,0.008102350972081951
37,0.008113628841264799
38,0.00813407613363534
39,0.008137267769634957
40,0.008267321282807638
41,0.00828096398470052
42,0.008282064230535489
43,0.008340855636368598
44,0.008353719867078618
45,0.008359132400343717
46,0.008382628045288533
47,0.00840210654069793
48,0.008504352718337813
49,0.008516328418985223
50,0.00852789147901905
51,0.008541631554251385
52,0.008555142733208992
53,0.008664389401665697
54,0.008672372037564746
55,0.008678783794162894
56,0.008717993906627669
57,0.008753577566478368
58,0.00884246317610142
59,0.008888075709398329
60,0.00893178898413313
61,0.008958697435899025
62,0.00898673666783536
63,0.009058689347855657
64,0.009084197289236302
65,0.009099637430474003
66,0.009117390372897225
67,0.009131451728588553
68,0.009148103116490901
69,0.009164836289258705
70,0.009209653896924342
71,0.009238496983437235
72,0.00926846143683757
73,0.009269924781022168
74,0.009276951176830297
75,0.009317078396164481
76,0.009334287544311395
77,0.00933482433434018
78,0.00934324592846198
79,0.009345242669687445
80,0.009374771319161946
81,0.009392997635708604
82,0.00940367447895223
83,0.009417257773145761
84,0.009431706448895402
85,0.009494696799771097
86,0.009499179321236027
87,0.009508151217919857
88,0.00952464877554156
89,0.009537175556514258
90,0.009569466254619472
91,0.009578542865084349
92,0.009634824590867435
93,0.009636681566497196
94,0.009657746067976408
95,0.009677989316168796
96,0.009701306609615518
97,0.009718347084581882
98,0.009736799960383407
99,0.009757828165886783
100,0.009761183297560084
101,0.009808397045999607
102,0.009845023032123248
103,0.009858506815345914
104,0.009890422447237672
105,0.009952663178489083
106,0.009960488426325628
107,0.00996967456799588
108,0.009976774519531058
109,0.01000955187454962
110,0.010026213248501989
111,0.010047993861888479
112,0.01006215142147402
113,0.01008399197755492
114,0.01008718460806764
115,0.01011572107742733
116,0.010120386841604193
117,0.010135252822195455
118,0.010145531348828533
119,0.010172780603813963
120,0.010194962138881531
121,0.010196529322659393
122,0.010197116788270507
123,0.010217050747382076
124,0.010246335983672526
125,0.010246821769933231
126,0.010288906214103992
127,0.010297250517911912
128,0.010311918172962578
129,0.010320550289114949
130,0.010329219343043372
131,0.010334651516406375
132,0.010371527861963617
133,0.010382748405025375
134,0.01039993151203382
135,0.01040185027309474
136,0.010411920748940439
137,0.010421088512847584
138,0.01042307727892473
139,0.01043975632497279
140,0.010458510381016963
141,0.010468285561077961
142,0.010476275920679361
143,0.010495289590863618
144,0.01050803991983174
145,0.010509053210184171
146,0.010529698870711294
147,0.010557678196431013
148,0.010577605544773919
149,0.010591299369818528
150,0.010606671174056042
151,0.010613433994047237
152,0.010618609578285608
153,0.010618612603766817
154,0.010620488214302984
155,0.010642361452853216
156,0.010659091682418785
157,0.01066369099696498
158,0.010667569737991036
159,0.01067845692600742
160,0.010692628064247542
161,0.010697569326035428
162,0.010716130651347293
163,0.010739541620018958
164,0.010751333163405163
165,0.010760169304003725
166,0.010762337221899239
167,0.010785267143994193
168,0.010785659597739678
169,0.010795662601570123
170,0.010806549610792325
171,0.010808198774247867
172,0.010808823892648015
173,0.010813338072650577
174,0.010818010566714375
175,0.010818664085956758
176,0.010819626127105573
177,0.010840740152551157
178,0.010859084674614009
179,0.010877441921499616
180,0.010883228996115678
181,0.010886268571520476
182,0.010891313510856898
183,0.010893192000711153
184,0.010911289626176478
185,0.010928390200452881
186,0.010929247058113377
187,0.01092928441133466
188,0.010933181318810771
189,0.010935628028932833
190,0.010938488477269238
191,0.010938571852881284
192,0.010938914350645115
193,0.010960626874114842
194,0.010960950806899834
195,0.010963812305644017
196,0.010965989511296041
197,0.010969023007488473
198,0.010983140584718047
199,0.010984261606664505
200,0.010984898403611332
201,0.010993179718512157
202,0.010994067888619343
203,0.011026331203744476
204,0.011044226653606819
205,0.011049512671717733
206,0.01105981284660861
207,0.011074636350510179
208,0.011077569255624562
209,0.011095546484978746
210,0.011120931532599247
211,0.01112840808777496
212,0.011140118907279324
213,0.011141447557950856
214,0.011151251871399693
215,0.011152056621942782
216,0.011159816829080979
