tr_val,total_r0,std
0,0.6528786754,0.018545163808
0.1,0.6367512694,0.0129266253258
0.2,0.6336584316,0.0114348487166
0.3,0.6304162448,0.0115206711857
0.4,0.6274321828,0.0109743682215
0.5,0.6248851242,0.0107994729236
0.6,0.6215438322,0.0115063412322
0.7,0.6200577126,0.0115787946166
0.8,0.6186462566,0.010893104883
