tr_val,total_r0,std
0,0.634736121,0.0147940403258
0.1,0.658049748,0.030037188826
0.2,0.65712866,0.0426633822315
0.3,0.670076615,0.0555467025125
0.4,0.671862978,0.0518879338426
0.5,0.675614923,0.070277205169
0.6,0.661627386,0.0801066437736
0.7,0.69571477,0.101318368186
0.8,0.679336368,0.0769671579502
