,0
0,0.0022059388810921885
1,0.002647126657310626
2,0.0030883144335290638
3,0.0035295022097475014
4,0.0039706899859659394
5,0.004411877762184377
6,0.004853065538402815
7,0.005294253314621252
8,0.00573544109083969
9,0.0061766288670581275
10,0.006617816643276565
11,0.007059004419495003
12,0.00750019219571344
13,0.007941379971931879
14,0.008382567748150316
15,0.008823755524368754
16,0.009264943300587192
17,0.00970613107680563
18,0.010147318853024067
19,0.010588506629242505
20,0.011029694405460942
21,0.01147088218167938
22,0.011912069957897817
23,0.012353257734116255
24,0.012794445510334693
25,0.01323563328655313
26,0.013676821062771568
27,0.014118008838990006
28,0.014559196615208443
29,0.01500038439142688
30,0.015441572167645318
31,0.015882759943863758
32,0.016323947720082194
33,0.016765135496300633
34,0.01720632327251907
35,0.017647511048737508
36,0.018088698824955944
37,0.018529886601174383
38,0.01897107437739282
39,0.01941226215361126
40,0.019853449929829695
41,0.020294637706048134
42,0.02073582548226657
43,0.02117701325848501
44,0.021618201034703445
45,0.022059388810921884
46,0.02250057658714032
47,0.02294176436335876
48,0.023382952139577196
49,0.023824139915795635
50,0.02426532769201407
51,0.02470651546823251
52,0.025147703244450946
53,0.025588891020669385
54,0.02603007879688782
55,0.02647126657310626
56,0.026912454349324696
57,0.027353642125543136
58,0.02779482990176157
59,0.02823601767798001
60,0.02867720545419845
61,0.029118393230416886
62,0.029559581006635326
63,0.03000076878285376
64,0.0304419565590722
65,0.030883144335290637
66,0.031324332111509076
67,0.031765519887727516
68,0.03220670766394595
69,0.03264789544016439
70,0.03308908321638283
71,0.033530270992601266
72,0.0339714587688197
73,0.03441264654503814
74,0.03485383432125658
75,0.035295022097475016
76,0.03573620987369345
77,0.03617739764991189
78,0.03661858542613033
79,0.03705977320234877
80,0.0375009609785672
81,0.03794214875478564
82,0.03838333653100408
83,0.03882452430722252
84,0.03926571208344095
85,0.03970689985965939
86,0.04014808763587783
87,0.04058927541209627
88,0.0410304631883147
89,0.04147165096453314
90,0.04191283874075158
91,0.04235402651697002
92,0.04279521429318846
93,0.04323640206940689
94,0.04367758984562533
95,0.04411877762184377
96,0.04455996539806221
97,0.04500115317428064
98,0.04544234095049908
99,0.04588352872671752
100,0.04632471650293596
101,0.04676590427915439
102,0.04720709205537283
103,0.04764827983159127
104,0.04808946760780971
105,0.04853065538402814
106,0.04897184316024658
107,0.04941303093646502
108,0.04985421871268346
109,0.05029540648890189
110,0.05073659426512033
111,0.05117778204133877
112,0.05161896981755721
113,0.05206015759377564
114,0.05250134536999408
115,0.05294253314621252
116,0.05338372092243096
117,0.05382490869864939
118,0.05426609647486783
119,0.05470728425108627
120,0.05514847202730471
121,0.05558965980352314
122,0.05603084757974158
123,0.05647203535596002
124,0.05691322313217846
125,0.0573544109083969
126,0.05779559868461533
127,0.05823678646083377
128,0.05867797423705221
129,0.05911916201327065
130,0.059560349789489084
131,0.06000153756570752
132,0.06044272534192596
133,0.0608839131181444
134,0.061325100894362834
135,0.061766288670581274
136,0.06220747644679971
137,0.06264866422301815
138,0.06308985199923658
139,0.06353103977545503
140,0.06397222755167346
141,0.0644134153278919
142,0.06485460310411034
143,0.06529579088032877
144,0.06573697865654721
145,0.06617816643276565
146,0.06661935420898409
147,0.06706054198520253
148,0.06750172976142096
149,0.0679429175376394
150,0.06838410531385784
151,0.06882529309007628
152,0.06926648086629471
153,0.06970766864251315
154,0.07014885641873159
155,0.07059004419495003
156,0.07103123197116847
157,0.0714724197473869
158,0.07191360752360534
159,0.07235479529982378
160,0.07279598307604222
161,0.07323717085226066
162,0.07367835862847909
163,0.07411954640469753
164,0.07456073418091597
165,0.0750019219571344
166,0.07544310973335284
167,0.07588429750957128
168,0.07632548528578972
169,0.07676667306200816
170,0.07720786083822659
171,0.07764904861444503
172,0.07809023639066347
173,0.0785314241668819
174,0.07897261194310035
175,0.07941379971931878
176,0.07985498749553722
177,0.08029617527175566
178,0.08073736304797409
179,0.08117855082419254
180,0.08161973860041097
181,0.0820609263766294
182,0.08250211415284785
183,0.08294330192906628
184,0.08338448970528473
185,0.08382567748150316
186,0.08426686525772159
187,0.08470805303394004
188,0.08514924081015847
189,0.08559042858637692
190,0.08603161636259535
191,0.08647280413881378
192,0.08691399191503223
193,0.08735517969125066
194,0.08779636746746909
195,0.08823755524368754
196,0.08867874301990597
197,0.08911993079612442
198,0.08956111857234285
199,0.09000230634856128
200,0.09044349412477973
201,0.09088468190099816
202,0.09132586967721659
203,0.09176705745343504
204,0.09220824522965347
205,0.09264943300587192
206,0.09309062078209035
207,0.09353180855830878
208,0.09397299633452723
209,0.09441418411074566
210,0.0948553718869641
211,0.09529655966318254
212,0.09573774743940097
213,0.09617893521561942
214,0.09662012299183785
