,0
0,2.00990099009901
1,2.00990099009901
2,2.01980198019802
3,2.01980198019802
4,2.01980198019802
5,2.0233644810082025
6,2.0310255530856502
7,2.045594364796293
8,2.0495049504950495
9,2.0507218088034582
10,2.0550020714397306
11,2.059282334076003
12,2.0594059405940595
13,2.0594059405940595
14,2.0594059405940595
15,2.0594059405940595
16,2.0648033245846236
17,2.0693069306930694
18,2.0693069306930694
19,2.0693069306930694
20,2.0756953027903493
21,2.0792079207920793
22,2.0792079207920793
23,2.0792079207920793
24,2.0792079207920793
25,2.0792079207920793
26,2.0792079207920793
27,2.0792079207920793
28,2.081218306354048
29,2.0883285469842052
30,2.089108910891089
31,2.089108910891089
32,2.089108910891089
33,2.089108910891089
34,2.089108910891089
35,2.089108910891089
36,2.089108910891089
37,2.089108910891089
38,2.089108910891089
39,2.0895892247927765
40,2.0919830919721933
41,2.10427794925062
42,2.1066718164300373
43,2.108910891089109
44,2.108910891089109
45,2.108910891089109
46,2.108910891089109
47,2.108910891089109
48,2.108910891089109
49,2.108910891089109
50,2.108910891089109
51,2.108910891089109
52,2.1157678598752843
53,2.118811881188119
54,2.118811881188119
55,2.118811881188119
56,2.118811881188119
57,2.118811881188119
58,2.118811881188119
59,2.118811881188119
60,2.118811881188119
61,2.118811881188119
62,2.128712871287129
63,2.128712871287129
64,2.128712871287129
65,2.128712871287129
66,2.128712871287129
67,2.128712871287129
68,2.128712871287129
69,2.128712871287129
70,2.128712871287129
71,2.128712871287129
72,2.1321417940342475
73,2.136977736437707
74,2.1386138613861387
75,2.1386138613861387
76,2.1386138613861387
77,2.1386138613861387
78,2.1386138613861387
79,2.1386138613861387
80,2.1386138613861387
81,2.1386138613861387
82,2.1386138613861387
83,2.1386138613861387
84,2.1386138613861387
85,2.1386138613861387
86,2.1386138613861387
87,2.1386138613861387
88,2.1386138613861387
89,2.1386138613861387
90,2.1423675912733486
91,2.1485148514851486
92,2.1485148514851486
93,2.1485148514851486
94,2.1485148514851486
95,2.1485148514851486
96,2.1485148514851486
97,2.1485148514851486
98,2.1485148514851486
99,2.1485148514851486
100,2.1485148514851486
101,2.1485148514851486
102,2.1485148514851486
103,2.1485148514851486
104,2.1485148514851486
105,2.1485148514851486
106,2.1485148514851486
107,2.1485148514851486
108,2.1485148514851486
109,2.1485148514851486
110,2.1485148514851486
111,2.1485148514851486
112,2.1584158415841586
113,2.1584158415841586
114,2.1584158415841586
115,2.1584158415841586
116,2.1584158415841586
117,2.1584158415841586
118,2.1584158415841586
119,2.1584158415841586
120,2.1683168316831685
121,2.1782178217821784
122,2.1782178217821784
123,2.1782178217821784
124,2.1782178217821784
125,2.1782178217821784
126,2.1782178217821784
127,2.1782178217821784
128,2.1782178217821784
129,2.1782178217821784
130,2.1782178217821784
131,2.1782178217821784
132,2.181434845546316
133,2.187120416523438
134,2.1881188118811883
135,2.1881188118811883
136,2.1881188118811883
137,2.1906578723344214
138,2.198019801980198
139,2.207920792079208
140,2.207920792079208
141,2.207920792079208
142,2.207920792079208
143,2.207920792079208
144,2.207920792079208
145,2.207920792079208
146,2.207920792079208
147,2.207920792079208
148,2.207920792079208
149,2.207920792079208
150,2.207920792079208
151,2.207920792079208
152,2.207920792079208
153,2.207920792079208
154,2.207920792079208
155,2.2085031310620367
156,2.217821782178218
157,2.217821782178218
158,2.227722772277228
159,2.227722772277228
160,2.227722772277228
161,2.227722772277228
162,2.227722772277228
163,2.227722772277228
164,2.227722772277228
165,2.227722772277228
166,2.227722772277228
167,2.227722772277228
168,2.227722772277228
169,2.227722772277228
170,2.227722772277228
171,2.227722772277228
172,2.227722772277228
173,2.227722772277228
174,2.227722772277228
175,2.227722772277228
176,2.237623762376238
177,2.237623762376238
178,2.2475247524752477
179,2.2475247524752477
180,2.2475247524752477
181,2.2569917149330525
182,2.267326732673267
