transfer_values,mean,max,min,city1_ro,city2_ro,total_ro
0.1,11.4999870625,14.999983125,7.99999100001,8.99333983989,13.839185179,12.1087294062
0.188888888889,11.4999870625,14.999983125,7.99999100001,9.83771471667,13.2157235369,11.9153323415
0.277777777778,11.4999870625,14.999983125,7.99999100001,10.007972412,13.2716135011,11.8993076192
0.366666666667,11.4999870625,14.999983125,7.99999100001,10.7730470485,13.0374418935,11.9802909236
0.455555555556,11.4999870625,14.999983125,7.99999100001,10.2301915758,12.6232698747,11.7054047146
0.544444444444,11.4999870625,14.999983125,7.99999100001,10.6607559461,12.4929393146,11.6921899392
0.633333333333,11.4999870625,14.999983125,7.99999100001,10.1455004211,11.9113213764,11.0637171934
0.722222222222,11.4999870625,14.999983125,7.99999100001,10.5504911001,11.9594586822,11.300971061
0.811111111111,11.4999870625,14.999983125,7.99999100001,11.1473333241,12.22481152,11.8023864867
0.9,11.4999870625,14.999983125,7.99999100001,11.0434011242,11.6692302544,11.3476536481
