tr_val,total_r0,std
0,0.640381084,0.0181679772614
0.1,0.640519706,0.0179813555244
0.2,0.634597386,0.0158207801485
0.3,0.62746686,0.0165868988053
0.4,0.624653064,0.0156096993435
0.5,0.624842496,0.016374103496
0.6,0.624114106,0.0159711632449
0.7,0.61676237,0.01846350407
0.8,0.619746784,0.0193837924792
