tr_val,total_r0,std
0,1.18377254,0.0677616878616
0.1,1.16175628,0.0443121804704
0.2,1.1373734,0.0420815107262
0.3,1.12962096,0.0325782691382
0.4,1.10927614,0.0353873069656
0.5,1.09532696,0.033070439656
0.6,1.09363726,0.0335941288721
0.7,1.08705048,0.0339418780572
0.8,1.08748764,0.0316709706007
