tr_val,total_r0,std
0,1.39237424,0.147785070357
0.1,1.2854429,0.0486308482386
0.2,1.2370439,0.0469505947154
0.3,1.19373952,0.0369335401056
0.4,1.17500086,0.0482492791892
0.5,1.16016036,0.0463432028456
0.6,1.1463545,0.03890454042
0.7,1.1369508,0.0386064292309
0.8,1.13134654,0.0417075884118
