,0
0,0.029120689203552
1,0.058241378407104
2,0.087362067610656
3,0.116482756814208
4,0.14560344601775999
5,0.174724135221312
6,0.203844824424864
7,0.232965513628416
8,0.262086202831968
9,0.29120689203551997
10,0.320327581239072
11,0.349448270442624
12,0.378568959646176
13,0.407689648849728
14,0.43681033805328
15,0.465931027256832
16,0.495051716460384
17,0.524172405663936
18,0.553293094867488
19,0.5824137840710399
20,0.611534473274592
21,0.640655162478144
22,0.669775851681696
23,0.698896540885248
24,0.7280172300888
25,0.757137919292352
26,0.786258608495904
27,0.815379297699456
28,0.844499986903008
29,0.87362067610656
30,0.902741365310112
31,0.931862054513664
32,0.960982743717216
33,0.990103432920768
34,1.01922412212432
35,1.048344811327872
36,1.077465500531424
37,1.106586189734976
38,1.135706878938528
39,1.1648275681420799
40,1.193948257345632
41,1.223068946549184
42,1.252189635752736
43,1.281310324956288
44,1.31043101415984
45,1.339551703363392
46,1.368672392566944
47,1.397793081770496
48,1.426913770974048
49,1.4560344601776
50,1.485155149381152
51,1.514275838584704
52,1.543396527788256
53,1.572517216991808
54,1.60163790619536
55,1.630758595398912
56,1.659879284602464
57,1.688999973806016
58,1.718120663009568
59,1.74724135221312
60,1.776362041416672
61,1.805482730620224
62,1.834603419823776
63,1.863724109027328
64,1.89284479823088
65,1.921965487434432
66,1.951086176637984
67,1.980206865841536
68,2.009327555045088
69,2.03844824424864
70,2.067568933452192
71,2.096689622655744
72,2.125810311859296
73,2.154931001062848
74,2.1840516902664
75,2.213172379469952
76,2.242293068673504
77,2.271413757877056
78,2.300534447080608
79,2.3296551362841598
80,2.358775825487712
81,2.387896514691264
82,2.417017203894816
83,2.446137893098368
84,2.47525858230192
85,2.504379271505472
86,2.533499960709024
87,2.562620649912576
88,2.591741339116128
89,2.62086202831968
90,2.649982717523232
91,2.679103406726784
92,2.708224095930336
93,2.737344785133888
94,2.76646547433744
95,2.795586163540992
96,2.824706852744544
97,2.853827541948096
98,2.882948231151648
99,2.9120689203552
100,2.941189609558752
101,2.970310298762304
102,2.999430987965856
103,3.028551677169408
104,3.05767236637296
105,3.086793055576512
106,3.1159137447800638
107,3.145034433983616
108,3.174155123187168
109,3.20327581239072
110,3.232396501594272
111,3.261517190797824
112,3.290637880001376
113,3.319758569204928
114,3.34887925840848
115,3.377999947612032
116,3.407120636815584
117,3.436241326019136
118,3.465362015222688
119,3.49448270442624
120,3.523603393629792
121,3.552724082833344
122,3.581844772036896
123,3.610965461240448
124,3.640086150444
125,3.669206839647552
126,3.698327528851104
127,3.727448218054656
128,3.756568907258208
129,3.78568959646176
130,3.814810285665312
131,3.843930974868864
132,3.873051664072416
133,3.902172353275968
134,3.93129304247952
135,3.960413731683072
136,3.989534420886624
137,4.018655110090176
138,4.047775799293728
139,4.07689648849728
140,4.106017177700832
141,4.135137866904384
142,4.164258556107936
143,4.193379245311488
144,4.22249993451504
145,4.251620623718592
146,4.280741312922144
147,4.309862002125696
148,4.338982691329248
149,4.3681033805328
150,4.397224069736352
151,4.426344758939904
152,4.455465448143456
