,0
0,2.109179394687613
1,2.186361714309625
2,2.2519739480604533
3,2.312067956221258
4,2.359504527370861
5,2.4063861938437165
6,2.4572302520697162
7,2.502317294752606
8,2.5395661487522507
9,2.5781262922882315
10,2.6219970159215635
11,2.6475580884739016
12,2.671991563805761
13,2.695730961822289
14,2.728363332840853
15,2.7512392531446612
16,2.7736089938200794
17,2.7951625708828183
18,2.815461266048454
19,2.8354627022348553
20,2.857161401444725
21,2.879807239698645
22,2.903994182478018
23,2.9323428683061614
24,2.960668449317107
25,2.9842559494656613
26,3.0175939939163614
27,3.0505090792157836
28,3.0918091068621893
29,3.118212384871263
30,3.143154454698443
31,3.1660900620856007
32,3.188350187205816
33,3.2110889419839013
34,3.2354682086873865
35,3.258755765556323
36,3.2789416454872353
37,3.302352956807216
38,3.3267182026226116
39,3.3485398837395253
40,3.3710198831157028
41,3.3978323026712456
42,3.4227989618209578
43,3.448533532332582
44,3.4727685874019905
45,3.496572505056852
46,3.528388794367276
47,3.553678054299922
48,3.579473576458283
49,3.607660173532684
50,3.6373413543584174
51,3.6663855715486577
52,3.693847143644003
53,3.720076776704205
54,3.7457913696486886
55,3.769962012121649
56,3.7935841061955338
57,3.8241104170676334
58,3.8492258970007507
59,3.8708149811536243
60,3.8921775080194925
61,3.9147018756355045
62,3.9425029392805486
63,3.9687780184602204
64,3.9973795958528178
65,4.0314774255889425
66,4.063688492429341
67,4.095982168376091
68,4.129695289700588
69,4.1604757371892065
70,4.191220034762013
71,4.215591033663381
72,4.2351487289393726
73,4.2470300088656705
74,4.262505365344399
75,4.286125088314062
76,4.306277248414063
77,4.336870169157636
78,4.366529912808432
79,4.404072807818731
80,4.4320409683702575
81,4.4601649497546125
82,4.4842258927728365
83,4.509514030562492
84,4.55365055127676
85,4.583476383431181
86,4.622916099291325
87,4.655111254157522
88,4.679796523308545
89,4.710031619739642
90,4.745391432068592
91,4.772393958980161
92,4.793027033918167
93,4.813097730291194
94,4.834393402066171
