tr_val,total_r0,std
0,0.72272903,0.0292403811825
0.1,0.708940298,0.0164025421217
0.2,0.696668284,0.0169280707144
0.3,0.689364272,0.0172006558941
0.4,0.681713438,0.0183474297545
0.5,0.676892944,0.0204338910227
0.6,0.669681016,0.0183448825049
0.7,0.66806676,0.022932476311
0.8,0.66468535,0.0202497140495
