tr_val,total_r0,std
0,0.705149128,0.0757553707198
0.1,0.90946575,0.0477535167477
0.2,0.983920302,0.0442435109197
0.3,1.001362336,0.0403848363156
0.4,1.025915286,0.0414679377586
0.5,1.032813954,0.045388873086
0.6,1.04130429,0.0366994577686
0.7,1.040427764,0.0402693169346
0.8,1.054698628,0.033229139303
